company,recruit_url,recruit_status,recruit_title,recruit_summary,ir_url,ir_title,ir_summary
オムロン,https://www.omron.com/jp/ja/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.omron.com/jp/ja/ir/irlib/annual/,統合レポート,統合レポートで制御機器事業と人的資本情報を確認
村田製作所,https://recruit.murata.com/ja-jp/,要確認,新卒採用情報,公式採用サイトで募集職種とイベントを確認,https://corporate.murata.com/ja-jp/ir/library/annualreport,統合報告書,統合報告書で電子部品事業と財務情報を確認
TDK,https://www.tdk.com/ja/careers/new_graduate/index.html,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.tdk.com/ja/ir/ir_library/annual_reports/index.html,統合報告書,統合報告書で電子部品と電池事業を確認
東京エレクトロン,https://www.tel.co.jp/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.tel.co.jp/ir/library/ar/,統合報告書,統合報告書で半導体製造装置事業と財務情報を確認
レーザーテック,https://www.lasertec.co.jp/recruit/,要確認,採用情報,公式採用サイトで募集情報を確認,https://www.lasertec.co.jp/ir/library/annualreport.html,アニュアルレポート,IR資料で半導体検査装置事業と財務情報を確認
花王,https://www.kao.co.jp/employment/kao-graduate/,要確認,新卒採用情報,公式新卒採用サイトで職種と募集要項を確認,https://www.kao.com/jp/corporate/investor-relations/library/reports/,統合レポート,統合レポートでブランドとESGと人的資本情報を確認
ライオン,https://www.lion.co.jp/ja/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.lion.co.jp/ja/ir/library/ar/,統合レポート,統合レポートでヘルスケア事業と人的資本情報を確認
資生堂,https://corp.shiseido.com/jp/careers/japan/newgrads/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://corp.shiseido.com/jp/ir/library/annual/,統合レポート,統合レポートでグローバル戦略と人的資本情報を確認
ユニ・チャーム,https://www.unicharm.co.jp/ja/recruit/new-graduate.html,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.unicharm.co.jp/ja/ir/library/annual.html,統合レポート,統合レポートで海外展開とESG情報を確認
サントリーホールディングス,https://www.suntory.co.jp/recruit/fresh/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.suntory.co.jp/company/csr/report/,サステナビリティ/統合情報,非上場のためサステナビリティ資料と会社情報で事業と人材情報を確認
アサヒグループホールディングス,https://www.asahigroup-holdings.com/recruit/fresh/,要確認,新卒採用情報,公式新卒採用サイトで募集情報を確認,https://www.asahigroup-holdings.com/ir/library/annual_report/,統合報告書,統合報告書で酒類と食品事業の戦略を確認
キリンホールディングス,https://www.kirinholdings.com/jp/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.kirinholdings.com/jp/investors/library/integrated_report/,統合レポート,統合レポートでCSV経営と事業戦略を確認
味の素,https://www.ajinomoto.co.jp/company/jp/recruit/fresh/,要確認,新卒採用情報,公式新卒採用サイトで職種と募集要項を確認,https://www.ajinomoto.co.jp/company/jp/ir/library/annual.html,統合報告書,統合報告書で食品とヘルスケア事業を確認
明治ホールディングス,https://www.meiji.com/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集情報を確認,https://www.meiji.com/investor/library/annualreports/,統合報告書,統合報告書で食品と医薬品事業を確認
日清食品ホールディングス,https://www.nissin.com/jp/recruit/newgrads/,要確認,新卒採用情報,公式新卒採用サイトで募集情報を確認,https://www.nissin.com/jp/ir/library/annual/,統合報告書,統合報告書で即席麺事業と海外展開を確認
ロッテ,https://www.lotte.co.jp/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集情報を確認,https://www.lotte.co.jp/corporate/sustainability/report/,サステナビリティレポート,非上場に近い開示環境のためサステナビリティ資料で事業と人材情報を補完
TOTO,https://jp.toto.com/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集情報を確認,https://jp.toto.com/company/ir/reference/annual/,統合報告書,統合報告書で水まわり事業と海外展開を確認
武田薬品工業,https://www.takeda.com/ja-jp/careers/new-graduates/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.takeda.com/jp/investors/reports/,統合報告書/年次報告,IR資料で研究開発と人的資本情報を確認
第一三共,https://www.daiichisankyo.co.jp/recruit/students/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.daiichisankyo.co.jp/investors/library/annual_report/,統合報告書,統合報告書で研究開発と財務情報を確認
アステラス製薬,https://www.astellas.com/jp/recruit/newgraduate,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.astellas.com/jp/investors/annual-report,統合報告書,統合報告書で研究開発と人的資本情報を確認
エーザイ,https://www.eisai.co.jp/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.eisai.co.jp/ir/library/annual/index.html,統合報告書,統合報告書でhhc理念と研究開発情報を確認
中外製薬,https://www.chugai-pharm.co.jp/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.chugai-pharm.co.jp/ir/reports_downloads/annual_reports.html,統合報告書,統合報告書でロシュ連携と研究開発情報を確認
塩野義製薬,https://www.shionogi.com/jp/ja/recruit/newgraduate.html,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.shionogi.com/jp/ja/investors/ir-library/annual-report.html,統合報告書,統合報告書で感染症領域と研究開発情報を確認
大塚製薬,https://www.otsuka.co.jp/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.otsuka.com/jp/ir/library/integrated-report/,統合報告書,統合報告書で医薬品とニュートラシューティカルズ事業を確認
大鵬薬品工業,https://www.taiho.co.jp/recruit/entry/,確認済み,新卒採用エントリー,公式採用エントリー導線を確認,https://www.taiho.co.jp/company/business/,会社情報,非上場のため会社情報でがん領域と事業内容を確認
電通,https://www.career.dentsu.jp/recruit/2028/,確認済み,2028年度新卒採用情報,公式2028年度採用ページを確認,https://www.group.dentsu.com/jp/ir/library/annual.html,統合レポート,統合レポートで広告と顧客変革事業を確認
博報堂DYグループ,https://www.hakuhodo.co.jp/recruit/freshers/,要確認,新卒採用情報,公式新卒採用サイトで募集情報を確認,https://www.hakuhodody-holdings.co.jp/ir/library/annual/,統合報告書,統合報告書で広告事業と人材情報を確認
ADKホールディングス,https://www.adk.jp/recruit/,要確認,採用情報,公式採用サイトで募集情報を確認,https://www.adk.jp/company/,会社情報,非上場のため会社情報で事業領域を確認
NHK,https://www.nhk.or.jp/saiyo/,要確認,新卒採用情報,公式採用サイトで募集職種を確認,https://www.nhk.or.jp/info/pr/annualreport/,年次報告書,公共放送の年次報告で事業と組織情報を確認
日本テレビホールディングス,https://www.ntv.co.jp/jinji/recruit/,要確認,新卒採用情報,公式採用サイトで募集職種を確認,https://www.ntvhd.co.jp/ir/library/annual.html,統合報告書,統合報告書で放送とコンテンツ事業を確認
フジ・メディア・ホールディングス,https://www.fujitv.co.jp/saiyo/,要確認,新卒採用情報,公式採用サイトで募集職種を確認,https://www.fujimediahd.co.jp/ir/library/annual.html,統合報告書,統合報告書でメディア事業と財務情報を確認
任天堂,https://www.nintendo.co.jp/jobs/recruit/index.html,要確認,新卒採用情報,公式採用サイトで募集職種を確認,https://www.nintendo.co.jp/ir/library/annual/index.html,統合報告書,統合報告書でゲーム事業と財務情報を確認
バンダイ / BANDAI SPIRITS,https://www.bandai.co.jp/recruit/grad/,確認済み,新卒採用情報,公式新卒採用サイトで募集情報を確認,https://www.bandainamco.co.jp/ir/library/annual.html,統合報告書,バンダイナムコHD統合報告書でIP事業と財務情報を確認
三井不動産,https://www.mitsuifudosan.co.jp/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.mitsuifudosan.co.jp/corporate/ir/library/annual_report/,統合報告書,統合報告書で都市開発と人的資本情報を確認
三菱地所,https://www.mec-recruit.com/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.mec.co.jp/ir/library/annualreport/,統合報告書,統合報告書で都市開発と財務情報を確認
住友不動産,https://www.sumitomo-rd.co.jp/recruit/shinsotsu/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.sumitomo-rd.co.jp/ir/library/annual/,統合報告書,IR資料で不動産開発と財務情報を確認
JR東日本,https://www.jreast.co.jp/recruit/new-graduate/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.jreast.co.jp/investor/ar/,統合報告書,統合報告書で鉄道と生活サービス事業を確認
東京電力ホールディングス,https://www.tepco.co.jp/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.tepco.co.jp/about/ir/library/annual_report/,統合報告書,統合報告書で電力インフラと経営課題を確認
東京ガス,https://www.tokyo-gas.co.jp/recruit/newgraduate/,要確認,新卒採用情報,公式新卒採用サイトで募集職種を確認,https://www.tokyo-gas.co.jp/IR/library/annual_j.html,統合報告書,統合報告書でエネルギー転換と財務情報を確認
