company,score_key,source_type,title,url,reliability_score,evidence_summary,checked_date
Sansan,disclosure_score,IR,有価証券報告書/統合資料,https://ir.corp-sansan.com/ja/ir/library/annual.html,5,IRライブラリで財務・事業成長情報を確認,2026-05-14
Sansan,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
NTTデータビジネスシステムズ,new_grad_access_score,採用ページ,新卒マイページ,https://www.nttdata-bizsys.co.jp/recruit/newgraduate/recruit/mypage.html,5,公式新卒採用マイページ導線を確認,2026-05-14
NTTデータビジネスシステムズ,disclosure_score,IR,NTTデータ統合レポート,https://www.nttdata.com/global/ja/investors/library/annualreport/,5,親会社グループの統合レポートで事業基盤と人的資本情報を確認,2026-05-14
NTTデータビジネスシステムズ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
アクセンチュア,new_grad_access_score,採用ページ,新卒採用情報,https://www.accenture.com/jp-ja/careers/local/graduate,4,公式新卒採用サイトで職種・選考情報を確認,2026-05-14
アクセンチュア,disclosure_score,IR,Annual Report,https://www.accenture.com/us-en/about/company/annual-report,5,グローバル年次報告で事業構造・財務・人材戦略を確認,2026-05-14
アクセンチュア,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
デロイトトーマツコンサルティング,new_grad_access_score,採用ページ,新卒採用情報,https://www2.deloitte.com/jp/ja/pages/careers/articles/newgraduates.html,4,公式新卒採用サイトで募集部門・選考情報を確認,2026-05-14
デロイトトーマツコンサルティング,disclosure_score,IR,透明性報告書,https://www2.deloitte.com/jp/ja/pages/about-deloitte/articles/audit/transparency-report.html,5,非上場のため透明性報告書等で組織・品質管理情報を確認,2026-05-14
デロイトトーマツコンサルティング,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
PwCコンサルティング,new_grad_access_score,採用ページ,新卒採用情報,https://www.pwc.com/jp/ja/careers/new-graduate-cd.html,4,公式新卒採用サイトで募集部門・選考情報を確認,2026-05-14
PwCコンサルティング,disclosure_score,IR,Global Annual Review,https://www.pwc.com/gx/en/about/global-annual-review.html,5,グローバル年次レビューで事業・人材・サステナビリティ情報を確認,2026-05-14
PwCコンサルティング,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
KPMGコンサルティング,new_grad_access_score,採用ページ,新卒採用情報,https://recruit.kpmg-consulting.jp/new-graduate,5,公式新卒採用サイトで募集部門・選考情報を確認,2026-05-14
KPMGコンサルティング,disclosure_score,IR,透明性報告書,https://kpmg.com/jp/ja/home/about/governance/transparency-report.html,5,非上場のため透明性報告書等で組織・品質管理情報を確認,2026-05-14
KPMGコンサルティング,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
EYストラテジー・アンド・コンサルティング,new_grad_access_score,採用ページ,学生・新卒採用情報,https://www.ey.com/ja_jp/careers/students,4,公式採用サイトで学生向け募集情報を確認,2026-05-14
EYストラテジー・アンド・コンサルティング,disclosure_score,IR,Value Realized,https://www.ey.com/en_gl/about-us/ey-value-realized,5,グローバルレポートで事業・人材・社会価値情報を確認,2026-05-14
EYストラテジー・アンド・コンサルティング,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
ベイカレント,new_grad_access_score,採用ページ,新卒採用情報,https://www.baycurrent.co.jp/recruit/newgraduate/,4,公式新卒採用サイトで募集要項・選考情報を確認,2026-05-14
ベイカレント,disclosure_score,IR,IRライブラリ,https://www.baycurrent.co.jp/ir/library/,5,IRライブラリで決算・開示資料を確認,2026-05-14
ベイカレント,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
アビームコンサルティング,new_grad_access_score,採用ページ,新卒採用情報,https://www.abeam.com/jp/ja/careers/newgrads/,4,公式新卒採用サイトで職種・選考情報を確認,2026-05-14
アビームコンサルティング,disclosure_score,IR,会社情報,https://www.abeam.com/jp/ja/about/,5,非上場のため会社情報・サステナビリティ情報を補助ソースとして確認,2026-05-14
アビームコンサルティング,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
野村総合研究所,new_grad_access_score,採用ページ,新卒採用情報,https://working.nri.co.jp/,4,公式採用サイトで職種・選考情報を確認,2026-05-14
野村総合研究所,disclosure_score,IR,統合レポート,https://ir.nri.com/jp/ir/library/integrated.html,5,統合レポートで事業戦略・人的資本・財務情報を確認,2026-05-14
野村総合研究所,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
三菱商事,new_grad_access_score,採用ページ,新卒採用情報,https://career.mitsubishicorp.com/newgraduate/,4,公式新卒採用サイトで募集要項・イベント導線を確認,2026-05-14
三菱商事,disclosure_score,IR,統合報告書,https://www.mitsubishicorp.com/jp/ja/ir/library/ar/,5,統合報告書で事業投資・財務・人的資本情報を確認,2026-05-14
三菱商事,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
三井物産,new_grad_access_score,採用ページ,2028年度キャリア教育/新卒採用マイページ,https://mitsui.i-web.jpn.com/2028/,5,2028年度向けの公式マイページ導線を確認,2026-05-14
三井物産,disclosure_score,IR,統合報告書2025,https://www.mitsui.com/jp/ja/ir/library/online2025/,5,統合報告書で事業ポートフォリオ・人的資本情報を確認,2026-05-14
三井物産,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
伊藤忠商事,new_grad_access_score,採用ページ,募集要項・新卒採用情報,https://career.itochu.co.jp/student/information/index.html,4,公式新卒採用サイトで職掌・応募要件・処遇を確認,2026-05-14
伊藤忠商事,disclosure_score,IR,統合レポート,https://www.itochu.co.jp/ja/ir/doc/annual_report/index.html,5,統合レポートで事業構造・人的資本・財務情報を確認,2026-05-14
伊藤忠商事,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
住友商事,new_grad_access_score,採用ページ,新卒採用情報,https://www.sumitomocorp.com/ja/jp/saiyo,4,公式採用サイトで募集情報・職掌を確認,2026-05-14
住友商事,disclosure_score,IR,統合報告書,https://www.sumitomocorp.com/ja/jp/ir/report/integrated-report,5,統合報告書で事業戦略・人的資本・財務情報を確認,2026-05-14
住友商事,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
丸紅,new_grad_access_score,採用ページ,新卒採用情報,https://www.marubeni.com/jp/recruit/,4,公式採用サイトで募集情報・イベントを確認,2026-05-14
丸紅,disclosure_score,IR,統合報告書,https://www.marubeni.com/jp/ir/reports/integrated_report/,5,統合報告書で事業ポートフォリオ・人的資本情報を確認,2026-05-14
丸紅,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
豊田通商,new_grad_access_score,採用ページ,新卒採用情報,https://www.toyota-tsusho-recruit.com/saiyo/,4,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
豊田通商,disclosure_score,IR,統合レポート,https://www.toyota-tsusho.com/ir/library/integrated-report/,5,統合レポートで事業戦略・財務・人的資本情報を確認,2026-05-14
豊田通商,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
双日,new_grad_access_score,採用ページ,新卒採用情報,https://www.sojitz.com/jp/recruit/,4,公式採用サイトで募集情報を確認,2026-05-14
双日,disclosure_score,IR,統合報告書,https://www.sojitz.com/jp/ir/reports/integrated/,5,統合報告書で事業戦略・人的資本情報を確認,2026-05-14
双日,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
兼松,new_grad_access_score,採用ページ,新卒採用情報,https://www.kanematsu.co.jp/recruit/,4,公式採用サイトで募集要項を確認,2026-05-14
兼松,disclosure_score,IR,統合報告書,https://www.kanematsu.co.jp/ir/library/integrated_report/,5,統合報告書で事業戦略・財務情報を確認,2026-05-14
兼松,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
三井住友銀行,new_grad_access_score,採用ページ,新卒採用情報,https://www.smbc-freshers.com/,5,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
三井住友銀行,disclosure_score,IR,統合報告書,https://www.smfg.co.jp/investor/library/annual/,5,SMFG統合報告書で銀行事業・人的資本情報を確認,2026-05-14
三井住友銀行,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
三菱UFJ銀行,new_grad_access_score,採用ページ,新卒採用情報,https://www.saiyo.bk.mufg.jp/,4,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
三菱UFJ銀行,disclosure_score,IR,統合報告書/ディスクロージャー誌,https://www.mufg.jp/ir/report/disclosure/,5,MUFG開示資料で銀行事業・人的資本情報を確認,2026-05-14
三菱UFJ銀行,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
みずほフィナンシャルグループ,new_grad_access_score,採用ページ,新卒採用情報,https://www.mizuho-fg.co.jp/saiyou/index.html,4,公式採用サイトで募集職種・選考情報を確認,2026-05-14
みずほフィナンシャルグループ,disclosure_score,IR,統合報告書/ディスクロージャー誌,https://www.mizuho-fg.co.jp/investors/financial/disclosure/index.html,5,開示資料で銀行事業・人的資本情報を確認,2026-05-14
みずほフィナンシャルグループ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
野村證券,new_grad_access_score,採用ページ,新卒採用情報,https://www.nomura-recruit.jp/graduate/,4,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
野村證券,disclosure_score,IR,統合報告書/アニュアルレポート,https://www.nomuraholdings.com/jp/investor/library/ar/,5,野村HDの統合報告書で証券事業・財務情報を確認,2026-05-14
野村證券,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
大和証券,new_grad_access_score,採用ページ,新卒採用情報,https://www.daiwa-grp-recruit.jp/,4,公式採用サイトで募集職種・選考情報を確認,2026-05-14
大和証券,disclosure_score,IR,統合報告書/アニュアルレポート,https://www.daiwa-grp.jp/ir/toolkit/annualreport.html,5,大和証券グループの統合報告書で事業・財務情報を確認,2026-05-14
大和証券,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
SMBC日興証券,new_grad_access_score,採用ページ,新卒採用情報,https://www.smbcnikko.co.jp/recruit/newgraduate/,4,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
SMBC日興証券,disclosure_score,IR,SMFG統合報告書,https://www.smfg.co.jp/investor/library/annual/,5,グループ開示資料で証券事業と人的資本情報を補完,2026-05-14
SMBC日興証券,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
東京海上日動火災保険,new_grad_access_score,採用ページ,新卒採用情報,https://www.saiyou.tokiomarine-nichido.co.jp/,4,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
東京海上日動火災保険,disclosure_score,IR,統合レポート,https://www.tokiomarinehd.com/ir/library/annual_report/,5,東京海上HD統合レポートで保険事業・人的資本情報を確認,2026-05-14
東京海上日動火災保険,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
三井住友海上火災保険,new_grad_access_score,採用ページ,新卒採用情報,https://www.msig-saiyou.com/,4,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
三井住友海上火災保険,disclosure_score,IR,統合レポート/ディスクロージャー誌,https://www.ms-ad-hd.com/ja/ir/library/disclosure.html,5,MS&AD開示資料で保険事業・人的資本情報を確認,2026-05-14
三井住友海上火災保険,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
損害保険ジャパン,new_grad_access_score,採用ページ,新卒採用情報,https://www.sompo-japan-saiyo.com/,4,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
損害保険ジャパン,disclosure_score,IR,統合レポート/ディスクロージャー誌,https://www.sompo-hd.com/ir/data/disclosure/,5,SOMPO HD開示資料で保険事業・人的資本情報を確認,2026-05-14
損害保険ジャパン,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
日本生命保険,new_grad_access_score,採用ページ,新卒採用情報,https://www.nissay-saiyo.com/,4,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
日本生命保険,disclosure_score,IR,業績・ディスクロージャー資料,https://www.nissay.co.jp/kaisha/annai/gyoseki/,5,相互会社のため業績・ディスクロージャー資料で経営情報を確認,2026-05-14
日本生命保険,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
第一生命保険,new_grad_access_score,採用ページ,新卒採用情報,https://www.dai-ichi-life-saiyo.jp/,4,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
第一生命保険,disclosure_score,IR,統合報告書,https://www.dai-ichi-life-hd.com/investor/library/annual_report/,5,第一生命HD統合報告書で保険事業・人的資本情報を確認,2026-05-14
第一生命保険,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
アコム,new_grad_access_score,採用ページ,新卒採用情報,https://www.acom.co.jp/recruit/graduates/,5,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
アコム,disclosure_score,IR,アニュアルレポート,https://www.acom.co.jp/corp/ir/library/annual/,5,IRライブラリで財務・事業情報を確認,2026-05-14
アコム,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
トヨタ自動車,new_grad_access_score,採用ページ,新卒採用情報,https://www.toyota-recruit.com/saiyo/,4,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
トヨタ自動車,disclosure_score,IR,統合報告書,https://global.toyota/jp/ir/library/annual/,5,統合報告書で事業戦略・人的資本・財務情報を確認,2026-05-14
トヨタ自動車,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
本田技研工業,new_grad_access_score,採用ページ,新卒採用情報,https://www.honda-recruit.jp/,4,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
本田技研工業,disclosure_score,IR,統合報告書,https://global.honda/jp/investors/library/annual_report.html,5,統合報告書で四輪・二輪事業と人的資本情報を確認,2026-05-14
本田技研工業,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
日産自動車,new_grad_access_score,採用ページ,新卒採用情報,https://www.nissanmotor.jobs/japan/NE/,4,公式採用サイトで新卒募集情報を確認,2026-05-14
日産自動車,disclosure_score,IR,アニュアルレポート,https://www.nissan-global.com/JP/IR/LIBRARY/ANNUAL/,5,IRライブラリで事業戦略・財務情報を確認,2026-05-14
日産自動車,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
マツダ,new_grad_access_score,採用ページ,2028年度新卒採用エントリー,https://www.mazda.com/ja/careers/newgraduate-1/recruitment/entry-2028,5,公式2028年度新卒採用エントリー導線を確認,2026-05-14
マツダ,disclosure_score,IR,統合報告書,https://www.mazda.com/ja/investors/library/annual/,5,統合報告書で事業戦略・人的資本情報を確認,2026-05-14
マツダ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
スズキ,new_grad_access_score,採用ページ,新卒採用情報,https://saiyo.suzuki.co.jp/,4,公式採用サイトで募集職種・選考情報を確認,2026-05-14
スズキ,disclosure_score,IR,統合報告書,https://www.suzuki.co.jp/ir/library/annualreport/,5,統合報告書で事業戦略・財務情報を確認,2026-05-14
スズキ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
SUBARU,new_grad_access_score,採用ページ,新卒採用情報,https://www.subaru.co.jp/jinji/guide/,4,公式採用サイトで募集職種・選考情報を確認,2026-05-14
SUBARU,disclosure_score,IR,統合レポート/アニュアルレポート,https://www.subaru.co.jp/ir/library/annual-reports.html,5,IRライブラリで事業戦略・財務情報を確認,2026-05-14
SUBARU,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
デンソー,new_grad_access_score,採用ページ,新卒採用情報,https://www.denso.com/jp/ja/careers/newgraduate/,4,公式新卒採用サイトで募集職種・選考情報を確認,2026-05-14
デンソー,disclosure_score,IR,統合報告書,https://www.denso.com/jp/ja/about-us/investors/library/annual-report/,5,統合報告書で事業戦略・人的資本情報を確認,2026-05-14
デンソー,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
アイシン,new_grad_access_score,採用ページ,新卒採用情報,https://www.aisin.com/jp/recruit/,4,公式採用サイトで募集職種・選考情報を確認,2026-05-14
アイシン,disclosure_score,IR,統合報告書,https://www.aisin.com/jp/investors/library/annual/,5,統合報告書で事業戦略・財務情報を確認,2026-05-14
アイシン,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
キーエンス,new_grad_access_score,採用ページ,新卒採用情報,https://www.keyence.co.jp/jobs/,5,公式採用サイトで新卒採用情報と職種情報を確認,2026-05-14
キーエンス,disclosure_score,IR,アニュアルレポート,https://www.keyence.co.jp/company/ir/library/annualreport/,5,IRライブラリで業績と事業情報を確認,2026-05-14
キーエンス,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
ファナック,new_grad_access_score,採用ページ,採用情報,https://www.fanuc.co.jp/ja/recruit/index.html,4,公式採用サイトで新卒採用導線を確認,2026-05-14
ファナック,disclosure_score,IR,アニュアルレポート,https://www.fanuc.co.jp/ja/ir/annualreport/index.html,5,IR資料でFAとロボット事業の状況を確認,2026-05-14
ファナック,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
小松製作所,new_grad_access_score,採用ページ,新卒採用情報,https://www.komatsu.jp/ja/recruit/newgrads,4,公式新卒採用サイトで募集職種と選考情報を確認,2026-05-14
小松製作所,disclosure_score,IR,統合報告書,https://www.komatsu.jp/ja/ir/library/annual,5,統合報告書で建機事業と人的資本情報を確認,2026-05-14
小松製作所,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
クボタ,new_grad_access_score,採用ページ,新卒採用情報,https://www.kubota.co.jp/recruit/newgraduates/,4,公式新卒採用サイトで募集職種と事業情報を確認,2026-05-14
クボタ,disclosure_score,IR,統合報告書,https://www.kubota.co.jp/ir/financial/integrated/,5,統合報告書で農機と水環境事業の戦略を確認,2026-05-14
クボタ,culture_clarity_score,選考体験記,選考体験記・口コミ確認,,2,社風、選考フロー、面接傾向、働き方の補助ソース。複数サイトで裏取り推奨。,2026-05-14
ソニーグループ,new_grad_access_score,採用ページ,2028年度新卒採用情報,https://www.recruit.sony.co.jp/2028/,5,公式2028年度新卒採用サイトを確認,2026-05-14
